Cycle Count : Dividend, Divisor
38 / 110 = 59 cycles
38 / 111 = 59 cycles
38 / 112 = 59 cycles
38 / 113 = 59 cycles
38 / 114 = 59 cycles
38 / 115 = 59 cycles
38 / 116 = 59 cycles
38 / 117 = 59 cycles
38 / 118 = 59 cycles
38 / 119 = 59 cycles
38 / 120 = 59 cycles
38 / 121 = 59 cycles
38 / 122 = 59 cycles
38 / 123 = 59 cycles
38 / 124 = 59 cycles
38 / 125 = 59 cycles
38 / 126 = 59 cycles
38 / 127 = 59 cycles
38 / 128 = 68 cycles
38 / 129 = 59 cycles
38 / 130 = 59 cycles
38 / 131 = 59 cycles
38 / 132 = 59 cycles
38 / 133 = 59 cycles
38 / 134 = 59 cycles
38 / 135 = 59 cycles
38 / 136 = 59 cycles
38 / 137 = 59 cycles
38 / 138 = 59 cycles
38 / 139 = 59 cycles
38 / 140 = 59 cycles
38 / 141 = 59 cycles
38 / 142 = 59 cycles
38 / 143 = 59 cycles
38 / 144 = 59 cycles
38 / 145 = 59 cycles
38 / 146 = 59 cycles
38 / 147 = 59 cycles
38 / 148 = 59 cycles
38 / 149 = 59 cycles
38 / 150 = 59 cycles
38 / 151 = 59 cycles
38 / 152 = 59 cycles
38 / 153 = 59 cycles
38 / 154 = 59 cycles
38 / 155 = 59 cycles
38 / 156 = 59 cycles
38 / 157 = 59 cycles
38 / 158 = 59 cycles
38 / 159 = 59 cycles
38 / 160 = 59 cycles
38 / 161 = 59 cycles
38 / 162 = 59 cycles
38 / 163 = 59 cycles
38 / 164 = 59 cycles
38 / 165 = 59 cycles
38 / 166 = 59 cycles
38 / 167 = 59 cycles
38 / 168 = 59 cycles
38 / 169 = 59 cycles
38 / 170 = 59 cycles
38 / 171 = 59 cycles
38 / 172 = 59 cycles
38 / 173 = 59 cycles
38 / 174 = 59 cycles
38 / 175 = 59 cycles
38 / 176 = 59 cycles
38 / 177 = 59 cycles
38 / 178 = 59 cycles
38 / 179 = 59 cycles
38 / 180 = 59 cycles
38 / 181 = 59 cycles
38 / 182 = 59 cycles
38 / 183 = 59 cycles
38 / 184 = 59 cycles
38 / 185 = 59 cycles
38 / 186 = 59 cycles
38 / 187 = 59 cycles
38 / 188 = 59 cycles
38 / 189 = 59 cycles
38 / 190 = 59 cycles
38 / 191 = 59 cycles
38 / 192 = 59 cycles
38 / 193 = 59 cycles
38 / 194 = 59 cycles
38 / 195 = 59 cycles
38 / 196 = 59 cycles
38 / 197 = 59 cycles
38 / 198 = 59 cycles
38 / 199 = 59 cycles
38 / 200 = 59 cycles
38 / 201 = 59 cycles
38 / 202 = 59 cycles
38 / 203 = 59 cycles
38 / 204 = 59 cycles
38 / 205 = 59 cycles
38 / 206 = 59 cycles
38 / 207 = 59 cycles
38 / 208 = 59 cycles
38 / 209 = 59 cycles
38 / 210 = 59 cycles
38 / 211 = 59 cycles
38 / 212 = 59 cycles
38 / 213 = 59 cycles
38 / 214 = 59 cycles
38 / 215 = 59 cycles
38 / 216 = 59 cycles
38 / 217 = 59 cycles
38 / 218 = 59 cycles
38 / 219 = 59 cycles
38 / 220 = 59 cycles
38 / 221 = 59 cycles
38 / 222 = 59 cycles
38 / 223 = 59 cycles
38 / 224 = 59 cycles
38 / 225 = 59 cycles
38 / 226 = 59 cycles
38 / 227 = 59 cycles
38 / 228 = 59 cycles
38 / 229 = 59 cycles
38 / 230 = 59 cycles
38 / 231 = 59 cycles
38 / 232 = 59 cycles
38 / 233 = 59 cycles
38 / 234 = 59 cycles
38 / 235 = 59 cycles
38 / 236 = 59 cycles
38 / 237 = 59 cycles
38 / 238 = 59 cycles
38 / 239 = 59 cycles
38 / 240 = 59 cycles
38 / 241 = 59 cycles
38 / 242 = 59 cycles
38 / 243 = 59 cycles
38 / 244 = 59 cycles
38 / 245 = 59 cycles
38 / 246 = 59 cycles
38 / 247 = 59 cycles
38 / 248 = 59 cycles
38 / 249 = 59 cycles
38 / 250 = 59 cycles
38 / 251 = 59 cycles
38 / 252 = 59 cycles
38 / 253 = 59 cycles
38 / 254 = 59 cycles
38 / 255 = 59 cycles
39 / 0 = 14 cycles
39 / 1 = 23 cycles
39 / 2 = 113 cycles
39 / 3 = 150 cycles
39 / 4 = 145 cycles
39 / 5 = 108 cycles
39 / 6 = 129 cycles
39 / 7 = 94 cycles
39 / 8 = 120 cycles
39 / 9 = 87 cycles
39 / 10 = 80 cycles
39 / 11 = 80 cycles
39 / 12 = 80 cycles
39 / 13 = 80 cycles
39 / 14 = 73 cycles
39 / 15 = 73 cycles
39 / 16 = 170 cycles
39 / 17 = 73 cycles
39 / 18 = 73 cycles
39 / 19 = 73 cycles
39 / 20 = 66 cycles
39 / 21 = 66 cycles
39 / 22 = 66 cycles
39 / 23 = 66 cycles
39 / 24 = 66 cycles
39 / 25 = 66 cycles
39 / 26 = 66 cycles
39 / 27 = 66 cycles
39 / 28 = 66 cycles
39 / 29 = 66 cycles
39 / 30 = 66 cycles
39 / 31 = 66 cycles
39 / 32 = 75 cycles
39 / 33 = 66 cycles
39 / 34 = 66 cycles
39 / 35 = 66 cycles
39 / 36 = 66 cycles
39 / 37 = 66 cycles
39 / 38 = 66 cycles
39 / 39 = 41 cycles
39 / 40 = 59 cycles
39 / 41 = 59 cycles
39 / 42 = 59 cycles
39 / 43 = 59 cycles
39 / 44 = 59 cycles
39 / 45 = 59 cycles
39 / 46 = 59 cycles
39 / 47 = 59 cycles
39 / 48 = 59 cycles
39 / 49 = 59 cycles
39 / 50 = 59 cycles
39 / 51 = 59 cycles
39 / 52 = 59 cycles
39 / 53 = 59 cycles
39 / 54 = 59 cycles
39 / 55 = 59 cycles
39 / 56 = 59 cycles
39 / 57 = 59 cycles
39 / 58 = 59 cycles
39 / 59 = 59 cycles
39 / 60 = 59 cycles
39 / 61 = 59 cycles
39 / 62 = 59 cycles
39 / 63 = 59 cycles
39 / 64 = 68 cycles
39 / 65 = 59 cycles
39 / 66 = 59 cycles
39 / 67 = 59 cycles
39 / 68 = 59 cycles
39 / 69 = 59 cycles
39 / 70 = 59 cycles
39 / 71 = 59 cycles
39 / 72 = 59 cycles
39 / 73 = 59 cycles
39 / 74 = 59 cycles
39 / 75 = 59 cycles
39 / 76 = 59 cycles
39 / 77 = 59 cycles
39 / 78 = 59 cycles
39 / 79 = 59 cycles
39 / 80 = 59 cycles
39 / 81 = 59 cycles
39 / 82 = 59 cycles
39 / 83 = 59 cycles
39 / 84 = 59 cycles
39 / 85 = 59 cycles
39 / 86 = 59 cycles
39 / 87 = 59 cycles
39 / 88 = 59 cycles
39 / 89 = 59 cycles
39 / 90 = 59 cycles
39 / 91 = 59 cycles
39 / 92 = 59 cycles
39 / 93 = 59 cycles
39 / 94 = 59 cycles
39 / 95 = 59 cycles
39 / 96 = 59 cycles
39 / 97 = 59 cycles
39 / 98 = 59 cycles
39 / 99 = 59 cycles
39 / 100 = 59 cycles
39 / 101 = 59 cycles
39 / 102 = 59 cycles
39 / 103 = 59 cycles
39 / 104 = 59 cycles
39 / 105 = 59 cycles
39 / 106 = 59 cycles
39 / 107 = 59 cycles
39 / 108 = 59 cycles
39 / 109 = 59 cycles
39 / 110 = 59 cycles
39 / 111 = 59 cycles
39 / 112 = 59 cycles
39 / 113 = 59 cycles
39 / 114 = 59 cycles
39 / 115 = 59 cycles
39 / 116 = 59 cycles
39 / 117 = 59 cycles
39 / 118 = 59 cycles
39 / 119 = 59 cycles
39 / 120 = 59 cycles
39 / 121 = 59 cycles
39 / 122 = 59 cycles
39 / 123 = 59 cycles
39 / 124 = 59 cycles
39 / 125 = 59 cycles
39 / 126 = 59 cycles
39 / 127 = 59 cycles
39 / 128 = 68 cycles
39 / 129 = 59 cycles
39 / 130 = 59 cycles
39 / 131 = 59 cycles
39 / 132 = 59 cycles
39 / 133 = 59 cycles
39 / 134 = 59 cycles
39 / 135 = 59 cycles
39 / 136 = 59 cycles
39 / 137 = 59 cycles
39 / 138 = 59 cycles
39 / 139 = 59 cycles
39 / 140 = 59 cycles
39 / 141 = 59 cycles
39 / 142 = 59 cycles
39 / 143 = 59 cycles
39 / 144 = 59 cycles
39 / 145 = 59 cycles
39 / 146 = 59 cycles
39 / 147 = 59 cycles
39 / 148 = 59 cycles
39 / 149 = 59 cycles
39 / 150 = 59 cycles
39 / 151 = 59 cycles
39 / 152 = 59 cycles
39 / 153 = 59 cycles
39 / 154 = 59 cycles
39 / 155 = 59 cycles
39 / 156 = 59 cycles
39 / 157 = 59 cycles
39 / 158 = 59 cycles
39 / 159 = 59 cycles
39 / 160 = 59 cycles
39 / 161 = 59 cycles
39 / 162 = 59 cycles
39 / 163 = 59 cycles
39 / 164 = 59 cycles
39 / 165 = 59 cycles
39 / 166 = 59 cycles
39 / 167 = 59 cycles
39 / 168 = 59 cycles
39 / 169 = 59 cycles
39 / 170 = 59 cycles
39 / 171 = 59 cycles
39 / 172 = 59 cycles
39 / 173 = 59 cycles
39 / 174 = 59 cycles
39 / 175 = 59 cycles
39 / 176 = 59 cycles
39 / 177 = 59 cycles
39 / 178 = 59 cycles
39 / 179 = 59 cycles
39 / 180 = 59 cycles
39 / 181 = 59 cycles
39 / 182 = 59 cycles
39 / 183 = 59 cycles
39 / 184 = 59 cycles
39 / 185 = 59 cycles
39 / 186 = 59 cycles
39 / 187 = 59 cycles
39 / 188 = 59 cycles
39 / 189 = 59 cycles
39 / 190 = 59 cycles
39 / 191 = 59 cycles
39 / 192 = 59 cycles
39 / 193 = 59 cycles
39 / 194 = 59 cycles
39 / 195 = 59 cycles
39 / 196 = 59 cycles
39 / 197 = 59 cycles
39 / 198 = 59 cycles
39 / 199 = 59 cycles
39 / 200 = 59 cycles
39 / 201 = 59 cycles
39 / 202 = 59 cycles
39 / 203 = 59 cycles
39 / 204 = 59 cycles
39 / 205 = 59 cycles
39 / 206 = 59 cycles
39 / 207 = 59 cycles
39 / 208 = 59 cycles
39 / 209 = 59 cycles
39 / 210 = 59 cycles
39 / 211 = 59 cycles
39 / 212 = 59 cycles
39 / 213 = 59 cycles
39 / 214 = 59 cycles
39 / 215 = 59 cycles
39 / 216 = 59 cycles
39 / 217 = 59 cycles
39 / 218 = 59 cycles
39 / 219 = 59 cycles
39 / 220 = 59 cycles
39 / 221 = 59 cycles
39 / 222 = 59 cycles
39 / 223 = 59 cycles
39 / 224 = 59 cycles
39 / 225 = 59 cycles
39 / 226 = 59 cycles
39 / 227 = 59 cycles
39 / 228 = 59 cycles
39 / 229 = 59 cycles
39 / 230 = 59 cycles
39 / 231 = 59 cycles
39 / 232 = 59 cycles
39 / 233 = 59 cycles
39 / 234 = 59 cycles
39 / 235 = 59 cycles
39 / 236 = 59 cycles
39 / 237 = 59 cycles
39 / 238 = 59 cycles
39 / 239 = 59 cycles
39 / 240 = 59 cycles
39 / 241 = 59 cycles
39 / 242 = 59 cycles
39 / 243 = 59 cycles
39 / 244 = 59 cycles
39 / 245 = 59 cycles
39 / 246 = 59 cycles
39 / 247 = 59 cycles
39 / 248 = 59 cycles
39 / 249 = 59 cycles
39 / 250 = 59 cycles
39 / 251 = 59 cycles
39 / 252 = 59 cycles
39 / 253 = 59 cycles
39 / 254 = 59 cycles
39 / 255 = 59 cycles
40 / 0 = 14 cycles
40 / 1 = 23 cycles
40 / 2 = 113 cycles
40 / 3 = 150 cycles
40 / 4 = 152 cycles
40 / 5 = 115 cycles
40 / 6 = 129 cycles
40 / 7 = 94 cycles
40 / 8 = 127 cycles
40 / 9 = 87 cycles
40 / 10 = 87 cycles
40 / 11 = 80 cycles
40 / 12 = 80 cycles
40 / 13 = 80 cycles
40 / 14 = 73 cycles
40 / 15 = 73 cycles
40 / 16 = 170 cycles
40 / 17 = 73 cycles
40 / 18 = 73 cycles
40 / 19 = 73 cycles
40 / 20 = 73 cycles
40 / 21 = 66 cycles
40 / 22 = 66 cycles
40 / 23 = 66 cycles
40 / 24 = 66 cycles
40 / 25 = 66 cycles
40 / 26 = 66 cycles
40 / 27 = 66 cycles
40 / 28 = 66 cycles
40 / 29 = 66 cycles
40 / 30 = 66 cycles
40 / 31 = 66 cycles
40 / 32 = 75 cycles
40 / 33 = 66 cycles
40 / 34 = 66 cycles
40 / 35 = 66 cycles
40 / 36 = 66 cycles
40 / 37 = 66 cycles
40 / 38 = 66 cycles
40 / 39 = 66 cycles
40 / 40 = 41 cycles
40 / 41 = 59 cycles
40 / 42 = 59 cycles
40 / 43 = 59 cycles
40 / 44 = 59 cycles
40 / 45 = 59 cycles
40 / 46 = 59 cycles
40 / 47 = 59 cycles
40 / 48 = 59 cycles
40 / 49 = 59 cycles
40 / 50 = 59 cycles
40 / 51 = 59 cycles
40 / 52 = 59 cycles
40 / 53 = 59 cycles
40 / 54 = 59 cycles
40 / 55 = 59 cycles
40 / 56 = 59 cycles
40 / 57 = 59 cycles
40 / 58 = 59 cycles
40 / 59 = 59 cycles
40 / 60 = 59 cycles
40 / 61 = 59 cycles
40 / 62 = 59 cycles
40 / 63 = 59 cycles
40 / 64 = 68 cycles
40 / 65 = 59 cycles
40 / 66 = 59 cycles
40 / 67 = 59 cycles
40 / 68 = 59 cycles
40 / 69 = 59 cycles
40 / 70 = 59 cycles
40 / 71 = 59 cycles
40 / 72 = 59 cycles
40 / 73 = 59 cycles
40 / 74 = 59 cycles
40 / 75 = 59 cycles
40 / 76 = 59 cycles
40 / 77 = 59 cycles
40 / 78 = 59 cycles
40 / 79 = 59 cycles
40 / 80 = 59 cycles
40 / 81 = 59 cycles
40 / 82 = 59 cycles
40 / 83 = 59 cycles
40 / 84 = 59 cycles
40 / 85 = 59 cycles
40 / 86 = 59 cycles
40 / 87 = 59 cycles
40 / 88 = 59 cycles
40 / 89 = 59 cycles
40 / 90 = 59 cycles
40 / 91 = 59 cycles
40 / 92 = 59 cycles
40 / 93 = 59 cycles
40 / 94 = 59 cycles
40 / 95 = 59 cycles
40 / 96 = 59 cycles
40 / 97 = 59 cycles
40 / 98 = 59 cycles
40 / 99 = 59 cycles
40 / 100 = 59 cycles
40 / 101 = 59 cycles
40 / 102 = 59 cycles
40 / 103 = 59 cycles
40 / 104 = 59 cycles
40 / 105 = 59 cycles
40 / 106 = 59 cycles
40 / 107 = 59 cycles
40 / 108 = 59 cycles
40 / 109 = 59 cycles
40 / 110 = 59 cycles
40 / 111 = 59 cycles
40 / 112 = 59 cycles
40 / 113 = 59 cycles
40 / 114 = 59 cycles
40 / 115 = 59 cycles
40 / 116 = 59 cycles
40 / 117 = 59 cycles
40 / 118 = 59 cycles
40 / 119 = 59 cycles
40 / 120 = 59 cycles
40 / 121 = 59 cycles
40 / 122 = 59 cycles
40 / 123 = 59 cycles
40 / 124 = 59 cycles
40 / 125 = 59 cycles
40 / 126 = 59 cycles
40 / 127 = 59 cycles
40 / 128 = 68 cycles
40 / 129 = 59 cycles
40 / 130 = 59 cycles
40 / 131 = 59 cycles
40 / 132 = 59 cycles
40 / 133 = 59 cycles
40 / 134 = 59 cycles
40 / 135 = 59 cycles
40 / 136 = 59 cycles
40 / 137 = 59 cycles
40 / 138 = 59 cycles
40 / 139 = 59 cycles
40 / 140 = 59 cycles
40 / 141 = 59 cycles
40 / 142 = 59 cycles
40 / 143 = 59 cycles
40 / 144 = 59 cycles
40 / 145 = 59 cycles
40 / 146 = 59 cycles
40 / 147 = 59 cycles
40 / 148 = 59 cycles
40 / 149 = 59 cycles
40 / 150 = 59 cycles
40 / 151 = 59 cycles
40 / 152 = 59 cycles
40 / 153 = 59 cycles
40 / 154 = 59 cycles
40 / 155 = 59 cycles
40 / 156 = 59 cycles
40 / 157 = 59 cycles
40 / 158 = 59 cycles
40 / 159 = 59 cycles
40 / 160 = 59 cycles
40 / 161 = 59 cycles
40 / 162 = 59 cycles
40 / 163 = 59 cycles
40 / 164 = 59 cycles
40 / 165 = 59 cycles
40 / 166 = 59 cycles
40 / 167 = 59 cycles
40 / 168 = 59 cycles
40 / 169 = 59 cycles
40 / 170 = 59 cycles
40 / 171 = 59 cycles
40 / 172 = 59 cycles
40 / 173 = 59 cycles
40 / 174 = 59 cycles
40 / 175 = 59 cycles
40 / 176 = 59 cycles
40 / 177 = 59 cycles
40 / 178 = 59 cycles
40 / 179 = 59 cycles
40 / 180 = 59 cycles
40 / 181 = 59 cycles
40 / 182 = 59 cycles
40 / 183 = 59 cycles
40 / 184 = 59 cycles
40 / 185 = 59 cycles
40 / 186 = 59 cycles
40 / 187 = 59 cycles
40 / 188 = 59 cycles
40 / 189 = 59 cycles
40 / 190 = 59 cycles
40 / 191 = 59 cycles
40 / 192 = 59 cycles
40 / 193 = 59 cycles
40 / 194 = 59 cycles
40 / 195 = 59 cycles
40 / 196 = 59 cycles
40 / 197 = 59 cycles
40 / 198 = 59 cycles
40 / 199 = 59 cycles
40 / 200 = 59 cycles
40 / 201 = 59 cycles
40 / 202 = 59 cycles
40 / 203 = 59 cycles
40 / 204 = 59 cycles
40 / 205 = 59 cycles
40 / 206 = 59 cycles
40 / 207 = 59 cycles
40 / 208 = 59 cycles
40 / 209 = 59 cycles
40 / 210 = 59 cycles
40 / 211 = 59 cycles
40 / 212 = 59 cycles
40 / 213 = 59 cycles
40 / 214 = 59 cycles
40 / 215 = 59 cycles
40 / 216 = 59 cycles
40 / 217 = 59 cycles
40 / 218 = 59 cycles
40 / 219 = 59 cycles
40 / 220 = 59 cycles
40 / 221 = 59 cycles
40 / 222 = 59 cycles
40 / 223 = 59 cycles
40 / 224 = 59 cycles
40 / 225 = 59 cycles
40 / 226 = 59 cycles
40 / 227 = 59 cycles
40 / 228 = 59 cycles
40 / 229 = 59 cycles
40 / 230 = 59 cycles
40 / 231 = 59 cycles
40 / 232 = 59 cycles
40 / 233 = 59 cycles
40 / 234 = 59 cycles
40 / 235 = 59 cycles
40 / 236 = 59 cycles
40 / 237 = 59 cycles
40 / 238 = 59 cycles
40 / 239 = 59 cycles
40 / 240 = 59 cycles
40 / 241 = 59 cycles
40 / 242 = 59 cycles
40 / 243 = 59 cycles
40 / 244 = 59 cycles
40 / 245 = 59 cycles
40 / 246 = 59 cycles
40 / 247 = 59 cycles
40 / 248 = 59 cycles
40 / 249 = 59 cycles
40 / 250 = 59 cycles
40 / 251 = 59 cycles
40 / 252 = 59 cycles
40 / 253 = 59 cycles
40 / 254 = 59 cycles
40 / 255 = 59 cycles
41 / 0 = 14 cycles
41 / 1 = 23 cycles
41 / 2 = 113 cycles
41 / 3 = 150 cycles
41 / 4 = 132 cycles
41 / 5 = 115 cycles
41 / 6 = 129 cycles
41 / 7 = 94 cycles
41 / 8 = 127 cycles
41 / 9 = 87 cycles
41 / 10 = 87 cycles
41 / 11 = 80 cycles
41 / 12 = 80 cycles
41 / 13 = 80 cycles
41 / 14 = 73 cycles
41 / 15 = 73 cycles
41 / 16 = 170 cycles
41 / 17 = 73 cycles
41 / 18 = 73 cycles
41 / 19 = 73 cycles
41 / 20 = 73 cycles
41 / 21 = 66 cycles
41 / 22 = 66 cycles
41 / 23 = 66 cycles
41 / 24 = 66 cycles
41 / 25 = 66 cycles
41 / 26 = 66 cycles
41 / 27 = 66 cycles
41 / 28 = 66 cycles
41 / 29 = 66 cycles
41 / 30 = 66 cycles
41 / 31 = 66 cycles
41 / 32 = 75 cycles
41 / 33 = 66 cycles
41 / 34 = 66 cycles
41 / 35 = 66 cycles
41 / 36 = 66 cycles
41 / 37 = 66 cycles
41 / 38 = 66 cycles
41 / 39 = 66 cycles
41 / 40 = 66 cycles
41 / 41 = 41 cycles
41 / 42 = 59 cycles
41 / 43 = 59 cycles
41 / 44 = 59 cycles
41 / 45 = 59 cycles
41 / 46 = 59 cycles
41 / 47 = 59 cycles
41 / 48 = 59 cycles
41 / 49 = 59 cycles
41 / 50 = 59 cycles
41 / 51 = 59 cycles
41 / 52 = 59 cycles
41 / 53 = 59 cycles
41 / 54 = 59 cycles
41 / 55 = 59 cycles
41 / 56 = 59 cycles
41 / 57 = 59 cycles
41 / 58 = 59 cycles
41 / 59 = 59 cycles
41 / 60 = 59 cycles
41 / 61 = 59 cycles
41 / 62 = 59 cycles
41 / 63 = 59 cycles
41 / 64 = 68 cycles
41 / 65 = 59 cycles
41 / 66 = 59 cycles
41 / 67 = 59 cycles
41 / 68 = 59 cycles
41 / 69 = 59 cycles
41 / 70 = 59 cycles
41 / 71 = 59 cycles
41 / 72 = 59 cycles
41 / 73 = 59 cycles
41 / 74 = 59 cycles
41 / 75 = 59 cycles
41 / 76 = 59 cycles
41 / 77 = 59 cycles
41 / 78 = 59 cycles
41 / 79 = 59 cycles
41 / 80 = 59 cycles
41 / 81 = 59 cycles
41 / 82 = 59 cycles
41 / 83 = 59 cycles
41 / 84 = 59 cycles
41 / 85 = 59 cycles
41 / 86 = 59 cycles
41 / 87 = 59 cycles
41 / 88 = 59 cycles
41 / 89 = 59 cycles
41 / 90 = 59 cycles
41 / 91 = 59 cycles
41 / 92 = 59 cycles
41 / 93 = 59 cycles
41 / 94 = 59 cycles
41 / 95 = 59 cycles
41 / 96 = 59 cycles
41 / 97 = 59 cycles
41 / 98 = 59 cycles
41 / 99 = 59 cycles
41 / 100 = 59 cycles
41 / 101 = 59 cycles
41 / 102 = 59 cycles
41 / 103 = 59 cycles
41 / 104 = 59 cycles
41 / 105 = 59 cycles
41 / 106 = 59 cycles
41 / 107 = 59 cycles
41 / 108 = 59 cycles
41 / 109 = 59 cycles
41 / 110 = 59 cycles
41 / 111 = 59 cycles
41 / 112 = 59 cycles
41 / 113 = 59 cycles
41 / 114 = 59 cycles
41 / 115 = 59 cycles
41 / 116 = 59 cycles
41 / 117 = 59 cycles
41 / 118 = 59 cycles
41 / 119 = 59 cycles
41 / 120 = 59 cycles
41 / 121 = 59 cycles
41 / 122 = 59 cycles
41 / 123 = 59 cycles
41 / 124 = 59 cycles
41 / 125 = 59 cycles
41 / 126 = 59 cycles
41 / 127 = 59 cycles
41 / 128 = 68 cycles
41 / 129 = 59 cycles
41 / 130 = 59 cycles
41 / 131 = 59 cycles
41 / 132 = 59 cycles
41 / 133 = 59 cycles
41 / 134 = 59 cycles
41 / 135 = 59 cycles
41 / 136 = 59 cycles
41 / 137 = 59 cycles
41 / 138 = 59 cycles
41 / 139 = 59 cycles
41 / 140 = 59 cycles
41 / 141 = 59 cycles
41 / 142 = 59 cycles
41 / 143 = 59 cycles
41 / 144 = 59 cycles
41 / 145 = 59 cycles
41 / 146 = 59 cycles
41 / 147 = 59 cycles
41 / 148 = 59 cycles
41 / 149 = 59 cycles
41 / 150 = 59 cycles
41 / 151 = 59 cycles
41 / 152 = 59 cycles
41 / 153 = 59 cycles
41 / 154 = 59 cycles
41 / 155 = 59 cycles
41 / 156 = 59 cycles
41 / 157 = 59 cycles
41 / 158 = 59 cycles
41 / 159 = 59 cycles
41 / 160 = 59 cycles
41 / 161 = 59 cycles
41 / 162 = 59 cycles
41 / 163 = 59 cycles
41 / 164 = 59 cycles
41 / 165 = 59 cycles
41 / 166 = 59 cycles
41 / 167 = 59 cycles
41 / 168 = 59 cycles
41 / 169 = 59 cycles
41 / 170 = 59 cycles
41 / 171 = 59 cycles
41 / 172 = 59 cycles
41 / 173 = 59 cycles
41 / 174 = 59 cycles
41 / 175 = 59 cycles
41 / 176 = 59 cycles
41 / 177 = 59 cycles
41 / 178 = 59 cycles
41 / 179 = 59 cycles
41 / 180 = 59 cycles
41 / 181 = 59 cycles
41 / 182 = 59 cycles
41 / 183 = 59 cycles
41 / 184 = 59 cycles
41 / 185 = 59 cycles
41 / 186 = 59 cycles
41 / 187 = 59 cycles
41 / 188 = 59 cycles
41 / 189 = 59 cycles
41 / 190 = 59 cycles
41 / 191 = 59 cycles
41 / 192 = 59 cycles
41 / 193 = 59 cycles
41 / 194 = 59 cycles
41 / 195 = 59 cycles
41 / 196 = 59 cycles
41 / 197 = 59 cycles
41 / 198 = 59 cycles
41 / 199 = 59 cycles
41 / 200 = 59 cycles
41 / 201 = 59 cycles
41 / 202 = 59 cycles
41 / 203 = 59 cycles
41 / 204 = 59 cycles
41 / 205 = 59 cycles
41 / 206 = 59 cycles
41 / 207 = 59 cycles
41 / 208 = 59 cycles
41 / 209 = 59 cycles
41 / 210 = 59 cycles
41 / 211 = 59 cycles
41 / 212 = 59 cycles
41 / 213 = 59 cycles
41 / 214 = 59 cycles
41 / 215 = 59 cycles
41 / 216 = 59 cycles
41 / 217 = 59 cycles
41 / 218 = 59 cycles
41 / 219 = 59 cycles
41 / 220 = 59 cycles
41 / 221 = 59 cycles
41 / 222 = 59 cycles
41 / 223 = 59 cycles
41 / 224 = 59 cycles
41 / 225 = 59 cycles
41 / 226 = 59 cycles
41 / 227 = 59 cycles
41 / 228 = 59 cycles
41 / 229 = 59 cycles
41 / 230 = 59 cycles
41 / 231 = 59 cycles
41 / 232 = 59 cycles
41 / 233 = 59 cycles
41 / 234 = 59 cycles
41 / 235 = 59 cycles
41 / 236 = 59 cycles
41 / 237 = 59 cycles
41 / 238 = 59 cycles
41 / 239 = 59 cycles
41 / 240 = 59 cycles
41 / 241 = 59 cycles
41 / 242 = 59 cycles
41 / 243 = 59 cycles
41 / 244 = 59 cycles
41 / 245 = 59 cycles
41 / 246 = 59 cycles
41 / 247 = 59 cycles
41 / 248 = 59 cycles
41 / 249 = 59 cycles
41 / 250 = 59 cycles
41 / 251 = 59 cycles
41 / 252 = 59 cycles
41 / 253 = 59 cycles
41 / 254 = 59 cycles
41 / 255 = 59 cycles
42 / 0 = 14 cycles
42 / 1 = 23 cycles
42 / 2 = 113 cycles
42 / 3 = 157 cycles
42 / 4 = 132 cycles
42 / 5 = 115 cycles
42 / 6 = 136 cycles
42 / 7 = 101 cycles
42 / 8 = 127 cycles
42 / 9 = 87 cycles
42 / 10 = 87 cycles
42 / 11 = 80 cycles
42 / 12 = 80 cycles
42 / 13 = 80 cycles
42 / 14 = 80 cycles
42 / 15 = 73 cycles
42 / 16 = 170 cycles
42 / 17 = 73 cycles
42 / 18 = 73 cycles
42 / 19 = 73 cycles
42 / 20 = 73 cycles
42 / 21 = 73 cycles
42 / 22 = 66 cycles
42 / 23 = 66 cycles
42 / 24 = 66 cycles
42 / 25 = 66 cycles
42 / 26 = 66 cycles
42 / 27 = 66 cycles
42 / 28 = 66 cycles
42 / 29 = 66 cycles
42 / 30 = 66 cycles
42 / 31 = 66 cycles
42 / 32 = 75 cycles
42 / 33 = 66 cycles
42 / 34 = 66 cycles
42 / 35 = 66 cycles
42 / 36 = 66 cycles
42 / 37 = 66 cycles
42 / 38 = 66 cycles
42 / 39 = 66 cycles
42 / 40 = 66 cycles
42 / 41 = 66 cycles
42 / 42 = 41 cycles
42 / 43 = 59 cycles
42 / 44 = 59 cycles
42 / 45 = 59 cycles
42 / 46 = 59 cycles
42 / 47 = 59 cycles
42 / 48 = 59 cycles
42 / 49 = 59 cycles
42 / 50 = 59 cycles
42 / 51 = 59 cycles
42 / 52 = 59 cycles
42 / 53 = 59 cycles
42 / 54 = 59 cycles
42 / 55 = 59 cycles
42 / 56 = 59 cycles
42 / 57 = 59 cycles
42 / 58 = 59 cycles
42 / 59 = 59 cycles
42 / 60 = 59 cycles
42 / 61 = 59 cycles
42 / 62 = 59 cycles
42 / 63 = 59 cycles
42 / 64 = 68 cycles
42 / 65 = 59 cycles
42 / 66 = 59 cycles
42 / 67 = 59 cycles
42 / 68 = 59 cycles
42 / 69 = 59 cycles
42 / 70 = 59 cycles
42 / 71 = 59 cycles
42 / 72 = 59 cycles
42 / 73 = 59 cycles
42 / 74 = 59 cycles
42 / 75 = 59 cycles
42 / 76 = 59 cycles
42 / 77 = 59 cycles
42 / 78 = 59 cycles
42 / 79 = 59 cycles
42 / 80 = 59 cycles
42 / 81 = 59 cycles
42 / 82 = 59 cycles
42 / 83 = 59 cycles
